ProblemID,Config,MeanDeltaPct
Ta50_5_1,Regions_8,0.055405889118891084
Ta50_5_1,q_2,-0.014665235448537192
Ta50_5_1,q_6,-0.0014592364107467704
Ta50_5_10,Elite_025,0.016535502715427208
Ta50_5_10,Elite_10,-0.006200029411394676
Ta50_5_10,PRules_2n,-0.018502256250212117
Ta50_5_10,PRules_4n,0.04200844624856247
Ta50_5_10,Poor_05,0.029171547963757538
Ta50_5_10,Poor_20,0.007221504090153782
Ta50_5_10,Regions_2,-0.009128408981123295
Ta50_5_10,Regions_8,0.03055807926706574
Ta50_5_10,q_2,0.02938806794311418
Ta50_5_10,q_6,0.01790047013116542
VFR100_20_1,Elite_025,-0.02399081518050635
VFR100_20_1,Elite_10,-0.048110521857290825
VFR100_20_1,PRules_2n,-0.0762660402848762
VFR100_20_1,PRules_4n,0.08003277854222626
VFR100_20_1,Poor_05,-0.006548516498446533
VFR100_20_1,Poor_20,-0.06308681197226076
VFR100_20_1,Regions_2,0.16891421892255098
VFR100_20_1,Regions_8,0.26665647656541913
VFR100_20_1,q_2,-0.05695348323491643
VFR100_20_1,q_6,0.07202414557233826
VFR100_20_10,Elite_025,-0.049594306619637166
VFR100_20_10,Elite_10,0.018586674371807995
VFR100_20_10,PRules_2n,0.003987968749841096
VFR100_20_10,PRules_4n,0.0688648326672933
VFR100_20_10,Poor_05,-0.04129367349110774
VFR100_20_10,Poor_20,-0.12648205224578768
VFR100_20_10,Regions_2,-0.2885633828174304
VFR100_20_10,Regions_8,-0.058479246763126824
VFR100_20_10,q_2,-0.02696150513080306
VFR100_20_10,q_6,0.10549429003136554
VFR100_40_1,Elite_025,0.0944616936628246
VFR100_40_1,Elite_10,0.06353456493917858
VFR100_40_1,PRules_2n,0.11768515871417891
VFR100_40_1,PRules_4n,0.09310441608238995
VFR100_40_1,Poor_05,0.039398059064880905
VFR100_40_1,Poor_20,-0.00989160023197202
VFR100_40_1,Regions_2,0.06527824715703971
VFR100_40_1,Regions_8,0.06652985713352673
VFR100_40_1,q_2,-0.13060478440080578
VFR100_40_1,q_6,0.1299502978985831
VFR100_40_10,Elite_025,0.03825904314004086
VFR100_40_10,Elite_10,0.042558719435307694
VFR100_40_10,PRules_2n,-0.1308995347346485
VFR100_40_10,PRules_4n,0.12581538322057256
VFR100_40_10,Poor_05,-0.009428609692983023
VFR100_40_10,Poor_20,0.06116171624080824
VFR100_40_10,Regions_2,-0.10998971337135792
VFR100_40_10,Regions_8,0.05315720507182946
VFR100_40_10,q_2,-0.07909181229977305
VFR100_40_10,q_6,0.07101170389729239
VFR100_60_1,Elite_025,-0.022973993852197432
VFR100_60_1,Elite_10,0.026054127005286122
VFR100_60_1,PRules_2n,0.009018389487177689
VFR100_60_1,PRules_4n,0.008014569134812351
VFR100_60_1,Poor_05,-0.008429912585519065
VFR100_60_1,Poor_20,-0.019082908367126967
VFR100_60_1,Regions_2,0.18201731102516652
VFR100_60_1,Regions_8,-0.012551389768333643
VFR100_60_1,q_2,-0.09334745380097736
VFR100_60_1,q_6,0.009620079806821797
VFR100_60_10,Elite_025,0.007151221059435564
VFR100_60_10,Elite_10,0.05005540454999682
VFR100_60_10,PRules_2n,0.030820659357273277
VFR100_60_10,PRules_4n,-0.010980181707093277
VFR100_60_10,Poor_05,0.014010263895882526
VFR100_60_10,Poor_20,0.016913003046015663
VFR100_60_10,Regions_2,0.10838475863339807
