ProblemID,Group,Config,Mining,Family,MeanCmax
Ta200_20_1,200×20,PRules_4n,Contrast,NEH,11612.4
Ta200_20_1,200×20,PRules_4n,Contrast,NEH-TBKK2,11602.8
Ta200_20_1,200×20,PRules_4n,Elite-only,FRB4-p1,11504.6
Ta200_20_1,200×20,PRules_4n,Elite-only,INEH-inspired,11608.0
Ta200_20_1,200×20,PRules_4n,Elite-only,KK2-style-NEH,11883.0
Ta200_20_1,200×20,PRules_4n,Elite-only,NEH,11608.0
Ta200_20_1,200×20,PRules_4n,Elite-only,NEH-TBKK2,11598.2
Ta200_20_1,200×20,Poor_05,Contrast,FRB4-p1,11505.2
Ta200_20_1,200×20,Poor_05,Contrast,INEH-inspired,11603.2
Ta200_20_1,200×20,Poor_05,Contrast,KK2-style-NEH,11854.2
Ta200_20_1,200×20,Poor_05,Contrast,NEH,11604.8
Ta200_20_1,200×20,Poor_05,Contrast,NEH-TBKK2,11581.8
Ta200_20_1,200×20,Poor_05,Elite-only,FRB4-p1,11518.8
Ta200_20_1,200×20,Poor_05,Elite-only,INEH-inspired,11603.4
Ta200_20_1,200×20,Poor_05,Elite-only,KK2-style-NEH,11822.2
Ta200_20_1,200×20,Poor_05,Elite-only,NEH,11584.2
Ta200_20_1,200×20,Poor_05,Elite-only,NEH-TBKK2,11594.8
Ta200_20_1,200×20,Poor_20,Contrast,FRB4-p1,11526.8
Ta200_20_1,200×20,Poor_20,Contrast,INEH-inspired,11615.2
Ta200_20_1,200×20,Poor_20,Contrast,KK2-style-NEH,11844.6
Ta200_20_1,200×20,Poor_20,Contrast,NEH,11580.0
Ta200_20_1,200×20,Poor_20,Contrast,NEH-TBKK2,11592.8
Ta200_20_1,200×20,Poor_20,Elite-only,FRB4-p1,11518.8
Ta200_20_1,200×20,Poor_20,Elite-only,INEH-inspired,11603.4
Ta200_20_1,200×20,Poor_20,Elite-only,KK2-style-NEH,11822.2
Ta200_20_1,200×20,Poor_20,Elite-only,NEH,11584.2
Ta200_20_1,200×20,Poor_20,Elite-only,NEH-TBKK2,11594.8
Ta200_20_1,200×20,Regions_2,Contrast,FRB4-p1,11515.4
Ta200_20_1,200×20,Regions_2,Contrast,INEH-inspired,11641.2
Ta200_20_1,200×20,Regions_2,Contrast,KK2-style-NEH,11855.2
Ta200_20_1,200×20,Regions_2,Contrast,NEH,11586.6
Ta200_20_1,200×20,Regions_2,Contrast,NEH-TBKK2,11625.4
Ta200_20_1,200×20,Regions_2,Elite-only,FRB4-p1,11512.6
Ta200_20_1,200×20,Regions_2,Elite-only,INEH-inspired,11656.0
Ta200_20_1,200×20,Regions_2,Elite-only,KK2-style-NEH,11848.8
Ta200_20_1,200×20,Regions_2,Elite-only,NEH,11594.4
Ta200_20_1,200×20,Regions_2,Elite-only,NEH-TBKK2,11618.8
Ta200_20_1,200×20,Regions_8,Contrast,FRB4-p1,11538.0
Ta200_20_1,200×20,Regions_8,Contrast,INEH-inspired,11611.6
Ta200_20_1,200×20,Regions_8,Contrast,KK2-style-NEH,11792.8
Ta200_20_1,200×20,Regions_8,Contrast,NEH,11570.6
Ta200_20_1,200×20,Regions_8,Contrast,NEH-TBKK2,11607.0
Ta200_20_1,200×20,Regions_8,Elite-only,FRB4-p1,11517.8
Ta200_20_1,200×20,Regions_8,Elite-only,INEH-inspired,11598.6
Ta200_20_1,200×20,Regions_8,Elite-only,KK2-style-NEH,11825.2
Ta200_20_1,200×20,Regions_8,Elite-only,NEH,11591.2
Ta200_20_1,200×20,Regions_8,Elite-only,NEH-TBKK2,11583.0
Ta200_20_1,200×20,q_2,Contrast,FRB4-p1,11529.0
Ta200_20_1,200×20,q_2,Contrast,INEH-inspired,11648.0
Ta200_20_1,200×20,q_2,Contrast,KK2-style-NEH,11811.6
Ta200_20_1,200×20,q_2,Contrast,NEH,11601.4
Ta200_20_1,200×20,q_2,Contrast,NEH-TBKK2,11579.2
Ta200_20_1,200×20,q_2,Elite-only,FRB4-p1,11540.6
Ta200_20_1,200×20,q_2,Elite-only,INEH-inspired,11654.6
Ta200_20_1,200×20,q_2,Elite-only,KK2-style-NEH,11822.2
Ta200_20_1,200×20,q_2,Elite-only,NEH,11584.2
Ta200_20_1,200×20,q_2,Elite-only,NEH-TBKK2,11594.8
Ta200_20_1,200×20,q_6,Contrast,FRB4-p1,11534.8
Ta200_20_1,200×20,q_6,Contrast,INEH-inspired,11618.0
Ta200_20_1,200×20,q_6,Contrast,KK2-style-NEH,11811.6
Ta200_20_1,200×20,q_6,Contrast,NEH,11601.4
Ta200_20_1,200×20,q_6,Contrast,NEH-TBKK2,11579.2
Ta200_20_1,200×20,q_6,Elite-only,FRB4-p1,11535.2
Ta200_20_1,200×20,q_6,Elite-only,INEH-inspired,11620.0
Ta200_20_1,200×20,q_6,Elite-only,KK2-style-NEH,11822.2
Ta200_20_1,200×20,q_6,Elite-only,NEH,11584.2
Ta200_20_1,200×20,q_6,Elite-only,NEH-TBKK2,11594.8
Ta200_20_10,200×20,Baseline,Contrast,FRB4-p1,11680.4
Ta200_20_10,200×20,Baseline,Contrast,INEH-inspired,11712.2
Ta200_20_10,200×20,Baseline,Contrast,KK2-style-NEH,11887.8
Ta200_20_10,200×20,Baseline,Contrast,NEH,11798.2
Ta200_20_10,200×20,Baseline,Contrast,NEH-TBKK2,11764.4
Ta200_20_10,200×20,Baseline,Elite-only,FRB4-p1,11667.0
Ta200_20_10,200×20,Baseline,Elite-only,INEH-inspired,11752.0
Ta200_20_10,200×20,Baseline,Elite-only,KK2-style-NEH,11916.0
Ta200_20_10,200×20,Baseline,Elite-only,NEH,11795.2
Ta200_20_10,200×20,Baseline,Elite-only,NEH-TBKK2,11795.6
Ta200_20_10,200×20,Elite_025,Contrast,FRB4-p1,11738.0
Ta200_20_10,200×20,Elite_025,Contrast,INEH-inspired,11704.4
Ta200_20_10,200×20,Elite_025,Contrast,KK2-style-NEH,11914.4
Ta200_20_10,200×20,Elite_025,Contrast,NEH,11818.0
Ta200_20_10,200×20,Elite_025,Contrast,NEH-TBKK2,11800.4
Ta200_20_10,200×20,Elite_025,Elite-only,FRB4-p1,11719.4
Ta200_20_10,200×20,Elite_025,Elite-only,INEH-inspired,11715.0
Ta200_20_10,200×20,Elite_025,Elite-only,KK2-style-NEH,11895.0
Ta200_20_10,200×20,Elite_025,Elite-only,NEH,11842.0
Ta200_20_10,200×20,Elite_025,Elite-only,NEH-TBKK2,11799.4
Ta200_20_10,200×20,Elite_10,Contrast,FRB4-p1,11690.8
Ta200_20_10,200×20,Elite_10,Contrast,INEH-inspired,11732.0
Ta200_20_10,200×20,Elite_10,Contrast,KK2-style-NEH,11906.0
Ta200_20_10,200×20,Elite_10,Contrast,NEH,11800.4
Ta200_20_10,200×20,Elite_10,Contrast,NEH-TBKK2,11783.4
Ta200_20_10,200×20,Elite_10,Elite-only,FRB4-p1,11720.8
Ta200_20_10,200×20,Elite_10,Elite-only,INEH-inspired,11742.4
Ta200_20_10,200×20,Elite_10,Elite-only,KK2-style-NEH,11895.8
Ta200_20_10,200×20,Elite_10,Elite-only,NEH,11808.4
Ta200_20_10,200×20,Elite_10,Elite-only,NEH-TBKK2,11783.2
Ta200_20_10,200×20,PRules_2n,Contrast,FRB4-p1,11695.6
Ta200_20_10,200×20,PRules_2n,Contrast,INEH-inspired,11750.0
Ta200_20_10,200×20,PRules_2n,Contrast,KK2-style-NEH,11902.2
Ta200_20_10,200×20,PRules_2n,Contrast,NEH,11861.2
Ta200_20_10,200×20,PRules_2n,Contrast,NEH-TBKK2,11796.2
Ta200_20_10,200×20,PRules_2n,Elite-only,FRB4-p1,11719.0
Ta200_20_10,200×20,PRules_2n,Elite-only,INEH-inspired,11724.2
Ta200_20_10,200×20,PRules_2n,Elite-only,KK2-style-NEH,11924.4
Ta200_20_10,200×20,PRules_2n,Elite-only,NEH,11820.2
Ta200_20_10,200×20,PRules_2n,Elite-only,NEH-TBKK2,11795.6
Ta200_20_10,200×20,PRules_4n,Contrast,FRB4-p1,11691.0
Ta200_20_10,200×20,PRules_4n,Contrast,INEH-inspired,11717.8
Ta200_20_10,200×20,PRules_4n,Contrast,KK2-style-NEH,11919.0
Ta200_20_10,200×20,PRules_4n,Contrast,NEH,11816.8
Ta200_20_10,200×20,PRules_4n,Contrast,NEH-TBKK2,11787.8
Ta200_20_10,200×20,PRules_4n,Elite-only,FRB4-p1,11677.6
Ta200_20_10,200×20,PRules_4n,Elite-only,INEH-inspired,11695.6
Ta200_20_10,200×20,PRules_4n,Elite-only,KK2-style-NEH,11919.2
Ta200_20_10,200×20,PRules_4n,Elite-only,NEH,11791.4
Ta200_20_10,200×20,PRules_4n,Elite-only,NEH-TBKK2,11788.4
Ta200_20_10,200×20,Poor_05,Contrast,FRB4-p1,11680.6
Ta200_20_10,200×20,Poor_05,Contrast,INEH-inspired,11729.6
Ta200_20_10,200×20,Poor_05,Contrast,KK2-style-NEH,11901.4
Ta200_20_10,200×20,Poor_05,Contrast,NEH,11812.0
Ta200_20_10,200×20,Poor_05,Contrast,NEH-TBKK2,11760.0
Ta200_20_10,200×20,Poor_05,Elite-only,FRB4-p1,11667.0
Ta200_20_10,200×20,Poor_05,Elite-only,INEH-inspired,11752.0
Ta200_20_10,200×20,Poor_05,Elite-only,KK2-style-NEH,11916.0
Ta200_20_10,200×20,Poor_05,Elite-only,NEH,11795.2
Ta200_20_10,200×20,Poor_05,Elite-only,NEH-TBKK2,11795.6
Ta200_20_10,200×20,Poor_20,Contrast,FRB4-p1,11722.2
Ta200_20_10,200×20,Poor_20,Contrast,INEH-inspired,11713.6
Ta200_20_10,200×20,Poor_20,Contrast,KK2-style-NEH,11919.2
Ta200_20_10,200×20,Poor_20,Contrast,NEH,11807.8
Ta200_20_10,200×20,Poor_20,Contrast,NEH-TBKK2,11785.0
Ta200_20_10,200×20,Poor_20,Elite-only,FRB4-p1,11667.0
Ta200_20_10,200×20,Poor_20,Elite-only,INEH-inspired,11752.0
Ta200_20_10,200×20,Poor_20,Elite-only,KK2-style-NEH,11916.0
Ta200_20_10,200×20,Poor_20,Elite-only,NEH,11795.2
Ta200_20_10,200×20,Poor_20,Elite-only,NEH-TBKK2,11795.6
Ta200_20_10,200×20,Regions_2,Contrast,FRB4-p1,11736.8
Ta200_20_10,200×20,Regions_2,Contrast,INEH-inspired,11743.4
Ta200_20_10,200×20,Regions_2,Contrast,KK2-style-NEH,11963.0
Ta200_20_10,200×20,Regions_2,Contrast,NEH,11884.8
Ta200_20_10,200×20,Regions_2,Contrast,NEH-TBKK2,11810.2
Ta200_20_10,200×20,Regions_2,Elite-only,FRB4-p1,11686.8
Ta200_20_10,200×20,Regions_2,Elite-only,INEH-inspired,11724.2
Ta200_20_10,200×20,Regions_2,Elite-only,KK2-style-NEH,11951.6
Ta200_20_10,200×20,Regions_2,Elite-only,NEH,11897.0
Ta200_20_10,200×20,Regions_2,Elite-only,NEH-TBKK2,11822.8
Ta200_20_10,200×20,Regions_8,Contrast,FRB4-p1,11716.4
Ta200_20_10,200×20,Regions_8,Contrast,INEH-inspired,11691.2
Ta200_20_10,200×20,Regions_8,Contrast,KK2-style-NEH,11863.8
Ta200_20_10,200×20,Regions_8,Contrast,NEH,11814.8
Ta200_20_10,200×20,Regions_8,Contrast,NEH-TBKK2,11811.8
Ta200_20_10,200×20,Regions_8,Elite-only,FRB4-p1,11699.6
Ta200_20_10,200×20,Regions_8,Elite-only,INEH-inspired,11719.8
Ta200_20_10,200×20,Regions_8,Elite-only,KK2-style-NEH,11872.4
Ta200_20_10,200×20,Regions_8,Elite-only,NEH,11838.4
Ta200_20_10,200×20,Regions_8,Elite-only,NEH-TBKK2,11804.6
Ta200_20_10,200×20,q_2,Contrast,FRB4-p1,11731.6
Ta200_20_10,200×20,q_2,Contrast,INEH-inspired,11748.0
Ta200_20_10,200×20,q_2,Contrast,KK2-style-NEH,11887.8
Ta200_20_10,200×20,q_2,Contrast,NEH,11798.2
Ta200_20_10,200×20,q_2,Contrast,NEH-TBKK2,11764.4
Ta200_20_10,200×20,q_2,Elite-only,FRB4-p1,11690.4
Ta200_20_10,200×20,q_2,Elite-only,INEH-inspired,11780.4
Ta200_20_10,200×20,q_2,Elite-only,KK2-style-NEH,11916.0
Ta200_20_10,200×20,q_2,Elite-only,NEH,11795.2
Ta200_20_10,200×20,q_2,Elite-only,NEH-TBKK2,11795.6
Ta200_20_10,200×20,q_6,Contrast,FRB4-p1,11684.0
Ta200_20_10,200×20,q_6,Contrast,INEH-inspired,11729.2
Ta200_20_10,200×20,q_6,Contrast,KK2-style-NEH,11887.8
Ta200_20_10,200×20,q_6,Contrast,NEH,11798.2
Ta200_20_10,200×20,q_6,Contrast,NEH-TBKK2,11764.4
Ta200_20_10,200×20,q_6,Elite-only,FRB4-p1,11673.4
Ta200_20_10,200×20,q_6,Elite-only,INEH-inspired,11717.8
Ta200_20_10,200×20,q_6,Elite-only,KK2-style-NEH,11916.0
Ta200_20_10,200×20,q_6,Elite-only,NEH,11795.2
Ta200_20_10,200×20,q_6,Elite-only,NEH-TBKK2,11795.6
Ta20_10_1,20×10,Baseline,Contrast,FRB4-p1,1604.4
Ta20_10_1,20×10,Baseline,Contrast,INEH-inspired,1601.8
Ta20_10_1,20×10,Baseline,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,Baseline,Contrast,NEH,1675.0
Ta20_10_1,20×10,Baseline,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Baseline,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,Baseline,Elite-only,INEH-inspired,1643.0
Ta20_10_1,20×10,Baseline,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,Baseline,Elite-only,NEH,1675.0
Ta20_10_1,20×10,Baseline,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Elite_025,Contrast,FRB4-p1,1602.0
Ta20_10_1,20×10,Elite_025,Contrast,INEH-inspired,1627.0
Ta20_10_1,20×10,Elite_025,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,Elite_025,Contrast,NEH,1675.0
Ta20_10_1,20×10,Elite_025,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Elite_025,Elite-only,FRB4-p1,1595.2
Ta20_10_1,20×10,Elite_025,Elite-only,INEH-inspired,1627.0
Ta20_10_1,20×10,Elite_025,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,Elite_025,Elite-only,NEH,1666.2
Ta20_10_1,20×10,Elite_025,Elite-only,NEH-TBKK2,1666.2
Ta20_10_1,20×10,Elite_10,Contrast,FRB4-p1,1606.0
Ta20_10_1,20×10,Elite_10,Contrast,INEH-inspired,1606.2
Ta20_10_1,20×10,Elite_10,Contrast,KK2-style-NEH,1668.0
Ta20_10_1,20×10,Elite_10,Contrast,NEH,1666.2
Ta20_10_1,20×10,Elite_10,Contrast,NEH-TBKK2,1666.2
Ta20_10_1,20×10,Elite_10,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,Elite_10,Elite-only,INEH-inspired,1637.8
Ta20_10_1,20×10,Elite_10,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,Elite_10,Elite-only,NEH,1675.0
Ta20_10_1,20×10,Elite_10,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,PRules_2n,Contrast,FRB4-p1,1602.0
Ta20_10_1,20×10,PRules_2n,Contrast,INEH-inspired,1606.6
Ta20_10_1,20×10,PRules_2n,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,PRules_2n,Contrast,NEH,1675.0
Ta20_10_1,20×10,PRules_2n,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,PRules_2n,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,PRules_2n,Elite-only,INEH-inspired,1633.4
Ta20_10_1,20×10,PRules_2n,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,PRules_2n,Elite-only,NEH,1675.0
Ta20_10_1,20×10,PRules_2n,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,PRules_4n,Contrast,FRB4-p1,1608.0
Ta20_10_1,20×10,PRules_4n,Contrast,INEH-inspired,1613.0
Ta20_10_1,20×10,PRules_4n,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,PRules_4n,Contrast,NEH,1675.0
Ta20_10_1,20×10,PRules_4n,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,PRules_4n,Elite-only,FRB4-p1,1608.0
Ta20_10_1,20×10,PRules_4n,Elite-only,INEH-inspired,1620.0
Ta20_10_1,20×10,PRules_4n,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,PRules_4n,Elite-only,NEH,1675.0
Ta20_10_1,20×10,PRules_4n,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Poor_05,Contrast,FRB4-p1,1606.0
Ta20_10_1,20×10,Poor_05,Contrast,INEH-inspired,1616.6
Ta20_10_1,20×10,Poor_05,Contrast,KK2-style-NEH,1668.0
Ta20_10_1,20×10,Poor_05,Contrast,NEH,1675.0
Ta20_10_1,20×10,Poor_05,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Poor_05,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,Poor_05,Elite-only,INEH-inspired,1643.0
Ta20_10_1,20×10,Poor_05,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,Poor_05,Elite-only,NEH,1675.0
Ta20_10_1,20×10,Poor_05,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Poor_20,Contrast,FRB4-p1,1596.0
Ta20_10_1,20×10,Poor_20,Contrast,INEH-inspired,1627.0
Ta20_10_1,20×10,Poor_20,Contrast,KK2-style-NEH,1661.6
Ta20_10_1,20×10,Poor_20,Contrast,NEH,1675.0
Ta20_10_1,20×10,Poor_20,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Poor_20,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,Poor_20,Elite-only,INEH-inspired,1643.0
Ta20_10_1,20×10,Poor_20,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,Poor_20,Elite-only,NEH,1675.0
Ta20_10_1,20×10,Poor_20,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Regions_2,Contrast,FRB4-p1,1614.0
Ta20_10_1,20×10,Regions_2,Contrast,INEH-inspired,1602.0
Ta20_10_1,20×10,Regions_2,Contrast,KK2-style-NEH,1656.0
Ta20_10_1,20×10,Regions_2,Contrast,NEH,1680.0
Ta20_10_1,20×10,Regions_2,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Regions_2,Elite-only,FRB4-p1,1614.0
Ta20_10_1,20×10,Regions_2,Elite-only,INEH-inspired,1603.0
Ta20_10_1,20×10,Regions_2,Elite-only,KK2-style-NEH,1656.0
Ta20_10_1,20×10,Regions_2,Elite-only,NEH,1680.0
Ta20_10_1,20×10,Regions_2,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Regions_8,Contrast,FRB4-p1,1614.8
Ta20_10_1,20×10,Regions_8,Contrast,INEH-inspired,1618.6
Ta20_10_1,20×10,Regions_8,Contrast,KK2-style-NEH,1669.0
Ta20_10_1,20×10,Regions_8,Contrast,NEH,1675.0
Ta20_10_1,20×10,Regions_8,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,Regions_8,Elite-only,FRB4-p1,1608.6
Ta20_10_1,20×10,Regions_8,Elite-only,INEH-inspired,1618.4
Ta20_10_1,20×10,Regions_8,Elite-only,KK2-style-NEH,1668.0
Ta20_10_1,20×10,Regions_8,Elite-only,NEH,1675.0
Ta20_10_1,20×10,Regions_8,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,q_2,Contrast,FRB4-p1,1624.6
Ta20_10_1,20×10,q_2,Contrast,INEH-inspired,1644.0
Ta20_10_1,20×10,q_2,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,q_2,Contrast,NEH,1675.0
Ta20_10_1,20×10,q_2,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,q_2,Elite-only,FRB4-p1,1627.6
Ta20_10_1,20×10,q_2,Elite-only,INEH-inspired,1644.0
Ta20_10_1,20×10,q_2,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,q_2,Elite-only,NEH,1675.0
Ta20_10_1,20×10,q_2,Elite-only,NEH-TBKK2,1675.0
Ta20_10_1,20×10,q_6,Contrast,FRB4-p1,1596.8
Ta20_10_1,20×10,q_6,Contrast,INEH-inspired,1605.0
Ta20_10_1,20×10,q_6,Contrast,KK2-style-NEH,1666.4
Ta20_10_1,20×10,q_6,Contrast,NEH,1675.0
Ta20_10_1,20×10,q_6,Contrast,NEH-TBKK2,1675.0
Ta20_10_1,20×10,q_6,Elite-only,FRB4-p1,1592.0
Ta20_10_1,20×10,q_6,Elite-only,INEH-inspired,1623.2
Ta20_10_1,20×10,q_6,Elite-only,KK2-style-NEH,1660.0
Ta20_10_1,20×10,q_6,Elite-only,NEH,1675.0
Ta20_10_1,20×10,q_6,Elite-only,NEH-TBKK2,1675.0
Ta20_10_10,20×10,Baseline,Contrast,FRB4-p1,1643.0
Ta20_10_10,20×10,Baseline,Contrast,INEH-inspired,1643.0
Ta20_10_10,20×10,Baseline,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Baseline,Contrast,NEH,1646.4
Ta20_10_10,20×10,Baseline,Contrast,NEH-TBKK2,1646.4
Ta20_10_10,20×10,Baseline,Elite-only,FRB4-p1,1643.0
Ta20_10_10,20×10,Baseline,Elite-only,INEH-inspired,1641.0
Ta20_10_10,20×10,Baseline,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Baseline,Elite-only,NEH,1653.0
Ta20_10_10,20×10,Baseline,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Elite_025,Contrast,FRB4-p1,1643.0
Ta20_10_10,20×10,Elite_025,Contrast,INEH-inspired,1639.4
Ta20_10_10,20×10,Elite_025,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Elite_025,Contrast,NEH,1648.6
Ta20_10_10,20×10,Elite_025,Contrast,NEH-TBKK2,1648.6
Ta20_10_10,20×10,Elite_025,Elite-only,FRB4-p1,1639.6
Ta20_10_10,20×10,Elite_025,Elite-only,INEH-inspired,1641.2
Ta20_10_10,20×10,Elite_025,Elite-only,KK2-style-NEH,1750.2
Ta20_10_10,20×10,Elite_025,Elite-only,NEH,1653.0
Ta20_10_10,20×10,Elite_025,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Elite_10,Contrast,FRB4-p1,1639.6
Ta20_10_10,20×10,Elite_10,Contrast,INEH-inspired,1640.0
Ta20_10_10,20×10,Elite_10,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Elite_10,Contrast,NEH,1646.4
Ta20_10_10,20×10,Elite_10,Contrast,NEH-TBKK2,1646.4
Ta20_10_10,20×10,Elite_10,Elite-only,FRB4-p1,1643.0
Ta20_10_10,20×10,Elite_10,Elite-only,INEH-inspired,1641.0
Ta20_10_10,20×10,Elite_10,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Elite_10,Elite-only,NEH,1650.8
Ta20_10_10,20×10,Elite_10,Elite-only,NEH-TBKK2,1650.8
Ta20_10_10,20×10,PRules_2n,Contrast,FRB4-p1,1643.0
Ta20_10_10,20×10,PRules_2n,Contrast,INEH-inspired,1643.4
Ta20_10_10,20×10,PRules_2n,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,PRules_2n,Contrast,NEH,1646.4
Ta20_10_10,20×10,PRules_2n,Contrast,NEH-TBKK2,1646.4
Ta20_10_10,20×10,PRules_2n,Elite-only,FRB4-p1,1651.0
Ta20_10_10,20×10,PRules_2n,Elite-only,INEH-inspired,1661.0
Ta20_10_10,20×10,PRules_2n,Elite-only,KK2-style-NEH,1748.0
Ta20_10_10,20×10,PRules_2n,Elite-only,NEH,1653.0
Ta20_10_10,20×10,PRules_2n,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,PRules_4n,Contrast,FRB4-p1,1626.0
Ta20_10_10,20×10,PRules_4n,Contrast,INEH-inspired,1634.4
Ta20_10_10,20×10,PRules_4n,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,PRules_4n,Contrast,NEH,1653.0
Ta20_10_10,20×10,PRules_4n,Contrast,NEH-TBKK2,1653.0
Ta20_10_10,20×10,PRules_4n,Elite-only,FRB4-p1,1647.8
Ta20_10_10,20×10,PRules_4n,Elite-only,INEH-inspired,1641.0
Ta20_10_10,20×10,PRules_4n,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,PRules_4n,Elite-only,NEH,1653.0
Ta20_10_10,20×10,PRules_4n,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Poor_05,Contrast,FRB4-p1,1643.0
Ta20_10_10,20×10,Poor_05,Contrast,INEH-inspired,1643.0
Ta20_10_10,20×10,Poor_05,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Poor_05,Contrast,NEH,1646.4
Ta20_10_10,20×10,Poor_05,Contrast,NEH-TBKK2,1646.4
Ta20_10_10,20×10,Poor_05,Elite-only,FRB4-p1,1643.0
Ta20_10_10,20×10,Poor_05,Elite-only,INEH-inspired,1641.0
Ta20_10_10,20×10,Poor_05,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Poor_05,Elite-only,NEH,1653.0
Ta20_10_10,20×10,Poor_05,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Poor_20,Contrast,FRB4-p1,1643.0
Ta20_10_10,20×10,Poor_20,Contrast,INEH-inspired,1643.0
Ta20_10_10,20×10,Poor_20,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Poor_20,Contrast,NEH,1646.4
Ta20_10_10,20×10,Poor_20,Contrast,NEH-TBKK2,1646.4
Ta20_10_10,20×10,Poor_20,Elite-only,FRB4-p1,1643.0
Ta20_10_10,20×10,Poor_20,Elite-only,INEH-inspired,1641.0
Ta20_10_10,20×10,Poor_20,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Poor_20,Elite-only,NEH,1653.0
Ta20_10_10,20×10,Poor_20,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Regions_2,Contrast,FRB4-p1,1620.0
Ta20_10_10,20×10,Regions_2,Contrast,INEH-inspired,1652.0
Ta20_10_10,20×10,Regions_2,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Regions_2,Contrast,NEH,1653.0
Ta20_10_10,20×10,Regions_2,Contrast,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Regions_2,Elite-only,FRB4-p1,1615.0
Ta20_10_10,20×10,Regions_2,Elite-only,INEH-inspired,1623.0
Ta20_10_10,20×10,Regions_2,Elite-only,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Regions_2,Elite-only,NEH,1653.0
Ta20_10_10,20×10,Regions_2,Elite-only,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Regions_8,Contrast,FRB4-p1,1620.0
Ta20_10_10,20×10,Regions_8,Contrast,INEH-inspired,1636.6
Ta20_10_10,20×10,Regions_8,Contrast,KK2-style-NEH,1749.0
Ta20_10_10,20×10,Regions_8,Contrast,NEH,1653.0
Ta20_10_10,20×10,Regions_8,Contrast,NEH-TBKK2,1653.0
Ta20_10_10,20×10,Regions_8,Elite-only,FRB4-p1,1631.6
Ta20_10_10,20×10,Regions_8,Elite-only,INEH-inspired,1635.8
